latitude,longitude,time,speed,acceleration
35.59817666516226,139.70805209882516,2023-07-09 18:34:32,0,0.0
35.598170647617714,139.7080482837474,2023-07-09 18:34:42,0,0.0
35.598172871637836,139.70804666029758,2023-07-09 18:34:52,0,0.0
35.598173251841246,139.70804260389758,2023-07-09 18:35:02,0,0.0
35.5981694081821,139.70804167393155,2023-07-09 18:35:12,0,0.0
35.598165364301096,139.70804160571976,2023-07-09 18:35:22,0,0.0
35.5981601259512,139.70804499739344,2023-07-09 18:35:32,0,0.0
35.59816125273257,139.70804518289128,2023-07-09 18:35:42,0,0.0
35.5981593769826,139.70805082540528,2023-07-09 18:35:52,0,0.0
35.59815538217798,139.70805196145835,2023-07-09 18:36:02,0,0.0
35.598154753312656,139.70804786732853,2023-07-09 18:36:12,0,0.0
35.59815050255029,139.70804911890642,2023-07-09 18:36:22,0,0.0
35.59815217896882,139.70804796268274,2023-07-09 18:36:32,0,0.0
35.59815902929006,139.70804737804906,2023-07-09 18:36:42,0,0.0
35.59816754096062,139.70804634573165,2023-07-09 18:36:52,0,0.0
35.59816754096062,139.70804634573165,2023-07-09 18:37:02,0,0.0
35.59816754096062,139.70804634573165,2023-07-09 18:37:12,0,0.0
35.5981638212876,139.70804305443448,2023-07-09 18:37:22,0,0.0
35.59816318558985,139.70803118250797,2023-07-09 18:37:32,0,0.0
35.59815402069356,139.7080742824588,2023-07-09 18:37:42,6,3.0
35.598048481643204,139.70847730601807,2023-07-09 18:37:52,12,0.0
35.597937544225886,139.7089027751034,2023-07-09 18:38:02,13,-2.0
35.59789510716564,139.70906890786802,2023-07-09 18:38:12,0,-1.0
35.59786241557333,139.70937513068466,2023-07-09 18:38:22,15,0.0
35.597843019756844,139.70978403744536,2023-07-09 18:38:32,14,1.0
35.597829583716276,139.71007579970262,2023-07-09 18:38:42,3,1.0
35.59779528383001,139.71035265301788,2023-07-09 18:38:52,4,-1.0
35.59778212532593,139.71042572966383,2023-07-09 18:39:02,4,2.0
35.597783488195184,139.7105071768964,2023-07-09 18:39:12,4,1.0
35.598021103888314,139.71054580445642,2023-07-09 18:39:22,16,2.0
35.598260121860456,139.71028876713444,2023-07-09 18:39:32,10,-1.0
35.59882735135382,139.71017150571723,2023-07-09 18:39:42,20,2.0
35.59933486610389,139.70991021740775,2023-07-09 18:39:52,15,-1.0
35.59939422387343,139.709862582824,2023-07-09 18:40:02,0,0.0
35.59939422387343,139.709862582824,2023-07-09 18:40:12,0,0.0
