latitude,longitude,timestamp
35.134145,139.62155333333334,2023-07-15 09:40:21 +0000
35.134145,139.62155333333334,2023-07-15 09:40:22 +0000
35.134145,139.62155333333334,2023-07-15 09:40:23 +0000
35.134145,139.62155333333334,2023-07-15 09:40:24 +0000
35.134145,139.62155333333334,2023-07-15 09:40:25 +0000
35.134145,139.62155333333334,2023-07-15 09:40:26 +0000
35.134145,139.62155333333334,2023-07-15 09:40:27 +0000
35.134145,139.62155333333334,2023-07-15 09:40:28 +0000
35.134145,139.62155333333334,2023-07-15 09:40:29 +0000
35.134145,139.62155333333334,2023-07-15 09:40:30 +0000
35.134145,139.62155333333334,2023-07-15 09:40:31 +0000
35.134145,139.62155333333334,2023-07-15 09:40:32 +0000
35.134145,139.62155333333334,2023-07-15 09:40:33 +0000
35.134145,139.62155333333334,2023-07-15 09:40:34 +0000
35.134145,139.62155333333334,2023-07-15 09:40:35 +0000
35.134145,139.62155333333334,2023-07-15 09:40:36 +0000
35.134145,139.62155333333334,2023-07-15 09:40:37 +0000
35.134145,139.62155333333334,2023-07-15 09:40:38 +0000
35.134145,139.62155333333334,2023-07-15 09:40:39 +0000
35.134145,139.62155333333334,2023-07-15 09:40:40 +0000
35.134145,139.62155333333334,2023-07-15 09:40:41 +0000
35.134145,139.62155333333334,2023-07-15 09:40:42 +0000
35.134145,139.62155333333334,2023-07-15 09:40:43 +0000
35.134145,139.62155333333334,2023-07-15 09:40:44 +0000
35.134145,139.62155333333334,2023-07-15 09:40:45 +0000
35.134145,139.62155333333334,2023-07-15 09:40:46 +0000
35.134145,139.62155333333334,2023-07-15 09:40:47 +0000
35.134145,139.62155333333334,2023-07-15 09:40:48 +0000
35.134145,139.62155333333334,2023-07-15 09:40:49 +0000
35.134145,139.62155333333334,2023-07-15 09:40:50 +0000
35.134145,139.62155333333334,2023-07-15 09:40:51 +0000
35.134145,139.62155333333334,2023-07-15 09:40:52 +0000
35.134145,139.62155333333334,2023-07-15 09:40:53 +0000
35.134145,139.62155333333334,2023-07-15 09:40:54 +0000
35.134145,139.62155333333334,2023-07-15 09:40:55 +0000
35.134145,139.62155333333334,2023-07-15 09:40:56 +0000
35.134145,139.62155333333334,2023-07-15 09:40:57 +0000
35.134145,139.62155333333334,2023-07-15 09:40:58 +0000
35.134145,139.62155333333334,2023-07-15 09:40:59 +0000
35.134145,139.62155333333334,2023-07-15 09:41:00 +0000
35.134145,139.62155333333334,2023-07-15 09:41:01 +0000
35.134145,139.62155333333334,2023-07-15 09:41:02 +0000
35.134145,139.62155333333334,2023-07-15 09:41:03 +0000
35.134145,139.62155333333334,2023-07-15 09:41:04 +0000
35.134145,139.62155333333334,2023-07-15 09:41:05 +0000
35.134145,139.62155333333334,2023-07-15 09:41:06 +0000
35.134145,139.62155333333334,2023-07-15 09:41:07 +0000
35.134145,139.62155333333334,2023-07-15 09:41:08 +0000
35.134145,139.62155333333334,2023-07-15 09:41:09 +0000
35.134145,139.62155333333334,2023-07-15 09:41:10 +0000
35.134145,139.62155333333334,2023-07-15 09:41:11 +0000
35.134145,139.62155333333334,2023-07-15 09:41:12 +0000
35.134145,139.62155333333334,2023-07-15 09:41:13 +0000
